-191.4030118524908, -196.60356035474325, -196.80747067340454, -197.84296768020786, -191.8838458037557, -198.01008168051948, -192.902315595784, -192.93022122990203, -195.02520456893174, -196.90570872386644, -197.85823766142886, -195.0243715473624, -197.89180095946517, -183.24529704230713, -199.00504052288412, -195.69933073981966, -193.36937435195554, -189.17477665677262, -196.8533062873073, -194.92557506000347, -195.90474616355746, -167.31676010705877, -197.0151225552605, -191.49714616580286, -194.99031072145166, -194.59185596028266, -195.42052922554336, -188.61059611253506, -196.2376838043105, -194.96626811065815
-181.8615277475597, -198.01008178490304, -197.0151227599109, -179.2227080720243, -199.0050408839854, -192.57398678669492, -178.6657874657157, -197.60431846226496, -197.01512247454352, -194.74341725898523, -196.70223632507341, -195.5100414115531, -198.01008159416244, -196.86134849401654, -195.00860750733025, -188.3276781184518, -188.79072906892512, -194.92134288443808, -194.7580016572528, -181.7979882866156, -198.01008181201058, -192.57398666603834, -190.6002607783213, -192.2284850572912, -198.0100817395857, -199.0050407947783, -198.01008182542122, -194.95312720565238, -195.07185802786853, -192.63416939497225
-194.48571941174788, -197.1641980959997, -182.6775133604259, -197.16419912030318, -193.30107289104137, -196.00876467362005, -182.23661774222361, -199.00503600321477, -197.18782553451473, -188.91495328890383, -199.99999151382437, -189.02524240056977, -193.21482513783226, -199.00503392140223, -195.85376714008748, -199.00484006237426, -189.840995419115, -193.72660115645326, -190.85250753239006, -195.51003983994948, -199.00502922256237, -195.3382118346457, -199.00503417229538, -199.00503674883723, -193.92580474854083, -183.62293697967766, -187.30092222184055, -193.66667469810434, -192.81115607428475, -191.7124758453899
-199.99579533987463, -198.9893934377574, -199.0033659151236, -199.00267189927723, -198.00696082794104, -199.9950101581211, -199.99499950923564, -196.9240870139331, -198.95935734601684, -198.9967259603354, -199.00332220730263, -199.00324132964113, -198.00028765595886, -199.96347644667344, -197.2162589917419, -198.00787219802606, -198.50517973173956, -198.99678834870824, -198.99851203540365, -199.99766924320397, -196.7021021032188, -199.0032057974406, -198.99472361760306, -198.50762563238305, -197.87303694146445, -198.0081107176279, -199.99260785377714, -199.99821047964528, -199.0019948698265, -199.96801120274762
-192.63416909806094, -189.919318730189, -194.62052021004126, -197.6043174672641, -197.57405188705002, -195.97932351559234, -194.80975994730278, -191.5464643099652, -187.8465185617062, -189.02745117495073, -199.0050287760277, -194.07235369091575, -189.43100924988272, -195.98878588508555, -197.01504414349964, -191.6001074842126, -191.1577923199235, -194.46405122004995, -190.71574856221935, -198.01007612230856, -182.7949112787524, -198.01007990086413, -199.0050386029433, -199.99999068886234, -184.28176239155405, -189.21076266112712, -196.18406035298472, -195.89812436543937, -197.00817264202982, -196.99788550571284
-178.38763887237545, -180.63626455702715, -190.02789580270414, -192.02147927616397, -177.055646852586, -180.20456543025364, -174.89489129667595, -175.42446876204008, -188.57676908760683, -189.7123846665809, -174.8697537361406, -182.17179087696792, -179.76078848520413, -187.30727580613402, -190.61607589932564, -181.71779453156597, -188.53619743874, -189.61797363717798, -176.5048562241909, -187.96288457168222, -199.0050406783619, -180.25722100507122, -175.72397035951263, -184.16494818873304, -183.56789777584024, -187.6601856062831, -180.4628614957863, -196.09659707269807, -192.48874064028675, -181.94348547502426
-191.03608175741087, -195.9846597566996, -194.0657164392548, -191.89883134502452, -198.01008178116086, -194.3610628137949, -189.84723631082431, -187.25176093482236, -199.00502898914672, -191.17084550661696, -177.0209381197797, -194.08987234649592, -184.0492732904771, -192.97558120010652, -194.43155310364912, -195.1199512441103, -197.47742228904252, -188.1412418812473, -195.37121920763377, -199.0050403850127, -197.9346959572267, -193.81106932408636, -199.9999996185353, -197.0098004724858, -196.24768961435242, -188.95229512608591, -192.81115610302803, -194.5911471095915, -179.56183914257747, -197.52486262512792
-197.86400438604923, -196.744388456894, -198.01008188581338, -197.00082271619198, -199.0049806179596, -195.59559795700414, -193.60494840737465, -198.01007094911745, -195.5748853210746, -199.00503316013885, -198.01008188581338, -199.00503735587228, -193.73318394076023, -196.90325145754935, -199.9999746523405, -199.00502129943405, -198.0100818858134, -192.0079178889979, -196.65801582246468, -189.13066646361867, -195.27182925743105, -195.51003757674843, -196.86465152956558, -199.00489955036377, -198.00994464186627, -196.97931949699262, -196.5523135902975, -196.7189093910112, -195.6692023949328, -189.56119054962224
-199.00503993834369, -198.0100817341534, -199.0050388089703, -199.00494493666022, -199.00504094274183, -198.0095474429825, -199.005040438498, -199.0050407440796, -199.00504088691827, -198.0100808345492, -198.010081359946, -199.00504092852233, -198.01008187629466, -199.00504036174715, -199.0050401370593, -197.99645619228343, -199.0050384520335, -198.01008188081468, -199.005040942746, -198.01008188408545, -197.56962245859577, -199.00504090869296, -198.97381432055943, -199.00503216244175, -199.00504093871803, -198.0100817604874, -198.00954741600341, -198.01008188014225, -199.0050401984138, -197.16419997936688
-195.44124401537854, -199.00501317522912, -193.81024489657474, -198.0100818858134, -196.00572013847602, -197.01512282872008, -195.52321534990782, -195.18796091653996, -194.56431316558752, -198.0100380687805, -193.00211357856062, -197.00162484940589, -196.56077381193768, -197.0151228287201, -197.0062647600962, -196.8566198415589, -197.66259575404712, -195.98216182496333, -199.0049754084311, -199.00502899884287, -196.81174245008964, -193.91308875336426, -193.28219162245557, -195.49977729141298, -196.73081228463127, -197.69145297265416, -196.15442124507985, -198.0100647232501, -195.99722046609907, -195.84480766475713
